	logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B	
CO5A2	-0.30339475740534505	-1.0173374070871073	0.4105478922764172	6.406000413172413	-0.8641620488518794	0.39365793837112695	0.9959991703299887	-4.6085448949262995	
RARR2	0.2575275512573645	-0.3485170920112033	0.8635721945259323	6.759078226068966	0.864110984168103	0.39368558545862997	0.9959991703299887	-4.608548855715193	
PROP	0.24284418935656787	-0.3323699541813892	0.818058332894525	6.3675846274482755	0.8585164175018813	0.39672199699035604	0.9959991703299887	-4.608981493661847	
ITB1	0.2242099838159916	-0.3182302164243543	0.7666501840563376	6.506099169206896	0.8405305908000293	0.4065833802735057	0.9959991703299887	-4.610354874416001	
CYTC	-0.22344999706152113	-0.7706433517184111	0.3237433575953689	6.723962770310345	-0.8304050528867849	0.41220178451903344	0.9959991703299887	-4.611116269418508	
LEG1	0.27141209728872095	-0.40009376844812106	0.942917963025563	6.291795272137931	0.8219205417716069	0.41694649511772974	0.9959991703299887	-4.611747707689592	
AMBP	-0.26140489693571267	-0.9122465110332495	0.38943671716182415	6.5402038276896555	-0.8167494484923274	0.4198547220044325	0.9959991703299887	-4.612129613233093	
A1AG1	-0.33921675641508225	-1.1860791149201442	0.5076456020899796	6.288160620448276	-0.8145446804179237	0.4210984660327063	0.9959991703299887	-4.612291765922351	
QSOX1	-0.2998753218437967	-1.0609416786784305	0.461191034990837	6.537279772965517	-0.8012511155383047	0.4286453538252032	0.9959991703299887	-4.613260851610722	
SULF1	-0.24272668521420873	-0.8601060727469607	0.3746527023185433	6.540355430551724	-0.7994951688576624	0.4296483374707283	0.9959991703299887	-4.613387752249862	
HTRA1	0.25115539244138646	-0.4025840691193912	0.9048948540021642	6.224101762551724	0.7812467981803914	0.44015577667444616	0.9959991703299887	-4.614691221388056	
SAA4	-0.3153472924346439	-1.1372171534947433	0.5065225686254555	6.106175012862069	-0.7802548846818491	0.4407313061516036	0.9959991703299887	-4.614761270441793	
CD97	0.18653912921690216	-0.29972229733706157	0.6728005557708658	6.514408595965517	0.780100523942214	0.4408209100954318	0.9959991703299887	-4.614772163961238	
CD14	-0.3394721706416181	-1.2313709455730126	0.5524266042897765	6.329244561586207	-0.7739966024113878	0.44437288041622724	0.9959991703299887	-4.615201318306169	
C1QA	-0.2555164742252359	-0.9323150110190161	0.42128206256854445	6.555803930862069	-0.767732524130746	0.4480357430817409	0.9959991703299887	-4.6156384628719875	
FHR2	-0.2724335780055333	-0.9997270511724852	0.4548598951614185	6.754346403862069	-0.7617305756531986	0.45156209353754917	0.9959991703299887	-4.616054201940005	
FINC	-0.18002483808221398	-0.6623963059562663	0.3023466297918383	6.381157084	-0.7589291983701806	0.45321360126312726	0.9959991703299887	-4.616247201880826	
IPSP	-0.2743563069471057	-1.0181907065475477	0.46947809265333634	6.742094939758621	-0.7500481316983869	0.45847279445276246	0.9959991703299887	-4.616854660740384	
IGHA1	-0.2338232453014437	-0.8738426853399983	0.4061961947371109	6.24166946837931	-0.7429249825664302	0.46271672122369434	0.9959991703299887	-4.617337037533768	
VTNC	-0.22868731345914017	-0.8566497942315661	0.3992751673132857	6.6266977121724135	-0.7405575610747377	0.4641322718676085	0.9959991703299887	-4.61749640259318	
ZPI	-0.25095224050712056	-0.9414570255184092	0.4395525445041681	6.726200269931034	-0.7390517152751618	0.4650339710360132	0.9959991703299887	-4.617597521581737	
CO5A3	-0.28069113762534664	-1.0551915950262112	0.49380931977551784	6.415042606413793	-0.7369829938142871	0.46627437853959786	0.9959991703299887	-4.617736123184899	
EMIL2	-0.2618496503129683	-0.9865330404056094	0.46283373977967285	6.333552285517241	-0.7347746004593518	0.46760065007388085	0.9959991703299887	-4.61788368003056	
CO8A	-0.24200966036672242	-0.9158139253560353	0.43179460462259045	6.650251968551724	-0.7303808719920272	0.47024583485436644	0.9959991703299887	-4.618176015757357	
PERM	-0.21978287789085107	-0.83524169972629	0.39567594394458794	6.226107706482758	-0.726181697790539	0.4727819464006615	0.9959991703299887	-4.618453866368099	
AGRIN	-0.18114610913820667	-0.694423099803295	0.3321308815268816	6.336123782655172	-0.7176747365029846	0.47794381626478055	0.9959991703299887	-4.619012132909203	
MMP2	0.22392272639652425	-0.41417861327615657	0.862024066069205	6.41875564862069	0.7136067694555368	0.4804235276664425	0.9959991703299887	-4.6192769017501965	
LEG3	0.2772865430471809	-0.5142177412307599	1.0687908273251217	6.338767403	0.7124033742039204	0.48115848408757755	0.9959991703299887	-4.619354954361942	
MUC18	-0.17744388269309716	-0.6980398256378746	0.3431520602516802	6.412119033862069	-0.6931236168728535	0.4930201730356477	0.9959991703299887	-4.62058848416438	
FBLN3	0.17329855359924423	-0.3358633753088069	0.6824604825072953	6.396542519310345	0.692132845229888	0.49363413186091987	0.9959991703299887	-4.620651010189669	
CTHR1	0.20024827357147418	-0.398728971926455	0.7992255190694033	6.67234398662069	0.6798434231946394	0.5012850639145984	0.9959991703299887	-4.621419535623858	
OMD	0.20117316259263934	-0.40297984967953054	0.8053261748648093	6.63741151737931	0.6771323185557118	0.5029816964417744	0.9959991703299887	-4.621587319379105	
HSP7C	0.14335397792510626	-0.2889638992323521	0.5756718550825646	6.397107083241379	0.6743059598589568	0.5047538280483401	0.9959991703299887	-4.621761558965675	
SAP	0.3496114597572447	-0.7069404923215915	1.406163411836081	6.551060978413793	0.6728918176407306	0.5056417873523178	0.9959991703299887	-4.621848478595542	
FBN1	-0.18736586191041893	-0.7610682550858445	0.38633653126500667	6.577861840896552	-0.6641317577797274	0.5111614552964272	0.9959991703299887	-4.622383050718977	
CD109	-0.26579456725205103	-1.087767844595323	0.5561787100912208	6.345203110068965	-0.6575652368273449	0.5153204667994885	0.9959991703299887	-4.622779399141516	
FBLN5	-0.14084460211263547	-0.5776801608192589	0.2959909565939879	6.485825061758621	-0.6556509104055587	0.5165363855475735	0.9959991703299887	-4.6228942407348335	
CPXM2	-0.2400415619051221	-0.9857519892175481	0.5056688654073038	6.453106645862069	-0.654585939470669	0.5172134933077169	0.9959991703299887	-4.62295799106804	
MXRA5	-0.1767078344559115	-0.7264393902782402	0.37302372136641715	6.6251377426551725	-0.6536655271217975	0.5177990776562997	0.9959991703299887	-4.623013008511951	
PXDC2	-0.22001184079938657	-0.9155182294217301	0.475494547822957	6.412783382241379	-0.6432730773914472	0.5244357601468308	0.9959991703299887	-4.623629098306494	
PLOD1	-0.21893284288197945	-0.9150812743492812	0.4772155885853223	6.464426604517241	-0.6395279237873451	0.5268385609509356	0.9959991703299887	-4.623848813276579	
CFAH	-0.1444116115219946	-0.6047593139233955	0.3159360908794064	6.538818887310345	-0.6379205295184405	0.5278716257997798	0.9959991703299887	-4.6239427381426506	
APOE	-0.22205148531863295	-0.9309335544316881	0.48683058379442223	6.309032151758621	-0.6369863643283111	0.5284725050315773	0.9959991703299887	-4.623997220602316	
MGP	-0.3840852317181105	-1.6238367883113862	0.8556663248751653	6.261222618034482	-0.6300041216297207	0.5329751696627181	0.9959991703299887	-4.624402025648888	
ANXA6	0.12997439870269056	-0.2895828967902417	0.5495316941956228	6.542488196689655	0.6299658162562359	0.5329999276344811	0.9959991703299887	-4.624404234704081	
TR11B	-0.223274708351458	-0.9458862623458851	0.4993368456429691	6.392046583862069	-0.6283260617232551	0.534060322638749	0.9959991703299887	-4.624498678364276	
HV118	-0.2117063971887292	-0.8996285702163529	0.4762157758388945	6.614040770689655	-0.6258137744529988	0.535687124030006	0.9959991703299887	-4.624642920379005	
LUM	-0.21577768953079404	-0.9185716573833872	0.48701627832179917	6.449966828931035	-0.624351209830236	0.5366353906112382	0.9959991703299887	-4.624726638597901	
LAMC1	-0.15585707161291493	-0.6635304414372228	0.35181629821139293	6.333658997517241	-0.6242989053632326	0.5366693190117502	0.9959991703299887	-4.624729629074129	
MFAP4	-0.18124892089889236	-0.7751636647747342	0.41266582297694954	6.222560255724138	-0.6205857045337716	0.5390808443731083	0.9959991703299887	-4.624941316883513	
CO8G	-0.2274554419267159	-0.9764770767563737	0.5215661929029418	6.630587746689655	-0.6175219710436438	0.5410748414616214	0.9959991703299887	-4.625115069336321	
TINAL	0.22669514041817132	-0.5280870070155236	0.9814772878518662	6.2663741706551725	0.6107606313047308	0.5454889755047958	0.9959991703299887	-4.625495609965663	
CO8A2	0.2153506827433813	-0.5049370205871017	0.9356383860738643	6.571887131862069	0.6079819650282936	0.5473084263651928	0.9959991703299887	-4.625650835015089	
CO8B	-0.22463232903710253	-0.9774385518091915	0.5281738937349865	6.685506924965517	-0.6067915215967811	0.5480888796196869	0.9959991703299887	-4.625717129408036	
VINC	0.1609014453185742	-0.3820495203546801	0.7038524109918285	6.2841386528965515	0.6026286565774561	0.5508225615304447	0.9959991703299887	-4.625947975118908	
PCOC1	-0.18985799925767774	-0.8322993274127027	0.4525833288973472	6.822430246068966	-0.6009604244534061	0.5519200261113151	0.9959991703299887	-4.626040056839991	
VWA1	-0.1704991804749729	-0.7502995737082795	0.40930121275833364	6.653047622172414	-0.5979904311602027	0.5538766431211775	0.9959991703299887	-4.626203386071093	
A2AP	-0.2755155979746445	-1.2235079113757208	0.672476715426432	6.326337314344828	-0.5910059038658956	0.5584919644907732	0.9959991703299887	-4.626584425813702	
LV310	-0.18814984202297366	-0.840998113880585	0.4646984298346376	6.535517611275862	-0.586059949733358	0.5617719898660676	0.9959991703299887	-4.62685165078489	
ANXA4	0.17750695374494865	-0.4418085133439358	0.796822420833833	6.687705470068965	0.5828460920487529	0.5639085410710469	0.9959991703299887	-4.627024135282893	
ANXA1	0.1429724457349462	-0.3577576524583751	0.6437025439282674	6.578871035172414	0.5806294953395837	0.5653845005737619	0.9959991703299887	-4.627142566338363	
SMOC2	0.15408784504992695	-0.38843187747476976	0.6966075675746237	6.381317461551724	0.5775682282440436	0.5674260842972499	0.9959991703299887	-4.627305413728119	
COLA1	-0.20459599570124395	-0.9338688780022185	0.5246768865997306	6.571699416068966	-0.5705024437845729	0.5721523578158672	0.9959991703299887	-4.627678122056652	
KLKB1	-0.2816031333951295	-1.2889905209206851	0.7257842541304262	6.120106633655173	-0.5684488837751069	0.5735296345116482	0.9959991703299887	-4.6277856152730195	
B2MG	-0.20929292165025087	-0.9600844358855147	0.5414985925850129	6.315516555206897	-0.5668728138597251	0.5745877825011021	0.9959991703299887	-4.627867861056114	
LYOX	0.1720859467727934	-0.44979515251469027	0.7939670460602771	6.209444832517241	0.5627150002964274	0.577383897087993	0.9959991703299887	-4.628083776616529	
IGHG3	0.16549670665354596	-0.4400873768540451	0.7710807901611371	6.491935629482759	0.5557319272059719	0.5820950081151381	0.9959991703299887	-4.628442958664418	
CATB	-0.1633184149001286	-0.7650110655587361	0.43837423575847895	6.294498262862069	-0.5519641784597025	0.5846446837204247	0.9959991703299887	-4.628634959238778	
HV307	0.17143534121115805	-0.46152218028384	0.8043928627061561	6.434583510862069	0.5507775571472417	0.5854488059199457	0.9959991703299887	-4.628695167116443	
IBP7	0.1684959346509182	-0.4539711215582898	0.7909629908601261	6.011359668275862	0.5504571278850076	0.5856660390852566	0.9959991703299887	-4.628711403894008	
TARSH	-0.18217996291899177	-0.8558718477900192	0.49151192195203575	6.385735617965517	-0.5499076200142672	0.5860386658081326	0.9959991703299887	-4.628739227290753	
CSPG2	0.20661702228544646	-0.5616298892095145	0.9748639337804074	6.072882097827586	0.5469098178227267	0.5880735271444367	0.9959991703299887	-4.628890543253875	
ELNE	0.20364874746918368	-0.5590818972658675	0.966379392204235	6.022721543517242	0.542951443367776	0.5907656294365301	0.9959991703299887	-4.629089120279072	
OLFL3	-0.14252158443939927	-0.6908429387979629	0.4057997699191644	6.69498550962069	-0.5285619869363707	0.6006015419960228	0.9959991703299887	-4.629799230279834	
PLTP	-0.30030933302834467	-1.4577186494278576	0.8570999833711683	5.769183799413793	-0.527633425133356	0.6012389106198721	0.9959991703299887	-4.629844420082029	
PLIN2	-0.15262504551165101	-0.7637278293840499	0.4584777383607479	6.4886147831379315	-0.5078810264444378	0.6148719783916186	0.9959991703299887	-4.630787449320698	
KVD11	0.1537306977278861	-0.4638851809285888	0.771346576384361	6.520744030068966	0.5061655572157738	0.6160626792173804	0.9959991703299887	-4.630867702665386	
FBLN2	-0.14297099596510907	-0.7248770532736263	0.4389350613434081	6.431414733413793	-0.49962655039295234	0.6206110525684337	0.9959991703299887	-4.631171192894076	
DEF1	-0.17241210193078804	-0.8771899881925879	0.5323657843310118	6.307170645310345	-0.49746888472196116	0.6221152180217784	0.9959991703299887	-4.63127049376365	
COFA1	-0.12003314387338145	-0.6124103832711624	0.3723440955243995	6.413566526275862	-0.4957396507168691	0.6233219049282108	0.9959991703299887	-4.631349775659362	
TIMP2	-0.11827444837488506	-0.604455175546749	0.36790627879697885	6.551726862413793	-0.4947019664280725	0.6240465256199306	0.9959991703299887	-4.6313972225487925	
POSTN	-0.1708038193153661	-0.8789034079526918	0.5372957693219595	6.2169942764482755	-0.4905165667826922	0.6269730689932936	0.9959991703299887	-4.631587613618685	
S10AA	-0.16458167487327885	-0.8500202461016548	0.5208568963550972	6.542706770275863	-0.48827375622374897	0.628543835446735	0.9959991703299887	-4.631688990086222	
C1QB	-0.1726892427235827	-0.8974896906589506	0.5521112052117852	6.544466515241379	-0.4845038989574049	0.6311880411190669	0.9959991703299887	-4.63185837144147	
APOA	-0.2364253763924184	-1.2302817362452039	0.7574309834603672	5.6470606159655174	-0.4837499267422207	0.6317174769964685	0.9959991703299887	-4.631892094413448	
TETN	-0.17729780491907854	-0.9254937306401941	0.5708981208020371	6.507180967	-0.48187951453399674	0.6330317243326682	0.9959991703299887	-4.631975531734139	
LTBP4	-0.1568513639801799	-0.8236969608904297	0.50999423293007	6.393825949206897	-0.47831440028934585	0.6355401101522538	0.9959991703299887	-4.6321336963571	
CD5L	0.19832286259143886	-0.6545590925353909	1.0512048177182687	6.00983624162069	0.4728618759463431	0.6393849247614646	0.9959991703299887	-4.632373381798236	
IBP3	-0.18203644187216406	-0.9750406751987027	0.6109677914543746	6.7937350424827585	-0.4668026111523745	0.6436694879130488	0.9959991703299887	-4.632636596324526	
APOC4	-0.14877938451914735	-0.7970672098889289	0.4995084408506342	6.92944901237931	-0.4666866055624295	0.6437516381025055	0.9959991703299887	-4.632641603315798	
GRP75	0.1190416262216676	-0.40747672211437425	0.6455599745577094	6.743027460551724	0.45976487087712425	0.6486615203582997	0.9959991703299887	-4.632938159248225	
GELS	0.10825690097378132	-0.3793972874897809	0.5959110894373436	6.369827234689655	0.45143380361353325	0.6545923269823145	0.9959991703299887	-4.633289359924899	
FIBG	-0.25630092458232767	-1.4384255437021487	0.9258236945374935	5.760694371896552	-0.44089721453493524	0.6621259451263068	0.9959991703299887	-4.63372454820438	
